elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
89.4,79.4,69.4,53.2,53.2,75.6,75.6,49.4
90.0,80.6,69.4,51.0,51.0,78.7,78.7,49.4
91.0,80.1,69.1,50.8,50.8,78.9,78.9,49.4
91.8,80.4,69.0,53.2,53.2,75.5,75.5,49.3
92.0,82.7,68.8,50.9,50.9,78.6,78.6,49.5
93.3,81.3,69.1,51.2,51.2,78.3,78.3,49.4
87.2,81.2,66.5,54.5,54.5,75.5,75.5,49.6
89.2,78.1,65.5,52.3,52.3,74.4,74.4,47.1
87.5,80.0,66.7,53.1,53.1,76.2,76.2,48.4
86.9,77.9,67.8,53.3,53.3,75.8,75.8,50.0
83.5,79.6,64.9,52.5,52.5,77.5,77.5,46.3
82.0,79.6,64.2,53.2,53.2,76.2,76.2,47.9
86.5,79.4,65.6,53.9,53.9,77.7,77.7,47.2
86.2,84.9,66.0,54.6,54.6,77.5,77.5,48.5
85.5,84.3,66.3,54.4,54.4,78.0,78.0,48.7
86.7,85.0,65.7,54.2,54.2,77.4,77.4,48.2
86.4,86.4,66.2,53.3,53.3,78.3,78.3,47.0
85.4,84.7,66.0,53.7,53.7,77.9,77.9,47.0
83.3,86.8,65.7,54.8,54.8,77.7,77.7,46.5
84.3,85.4,60.0,56.7,56.7,78.2,78.2,47.2
86.5,86.2,63.9,50.4,50.4,79.9,79.9,47.5
86.3,88.0,64.3,50.0,50.0,80.8,80.8,48.1
88.3,86.8,65.1,51.8,51.8,78.8,78.8,48.7
89.1,88.1,65.8,54.4,54.4,76.7,76.7,50.0
87.3,94.5,68.7,57.0,57.0,76.3,76.3,51.1
84.5,92.0,68.0,58.0,58.0,75.9,75.9,50.3
84.4,96.7,66.9,58.3,58.3,76.3,76.3,51.3
83.4,98.0,67.3,59.4,59.4,77.3,77.3,51.3
82.9,83.8,69.0,62.3,62.3,78.3,78.3,52.9
79.3,91.8,67.6,64.1,64.1,79.3,79.3,51.7
88.1,84.7,72.6,58.0,58.0,78.0,78.0,51.1
90.3,85.0,74.2,58.1,58.1,77.2,77.2,50.5
