elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
90.6,91.0,61.7,54.4,54.4,83.2,83.2,52.4
81.4,95.6,60.0,57.0,57.0,82.2,82.2,52.2
77.1,93.3,61.7,57.5,57.5,87.7,87.7,52.7
77.0,103.4,62.6,60.2,60.2,88.7,88.7,53.0
79.7,107.3,61.9,62.0,62.0,91.1,91.1,58.7
82.4,113.3,62.3,60.8,60.8,91.6,91.6,61.5
87.7,108.2,62.4,59.4,59.4,91.3,91.3,63.1
92.3,103.2,62.6,60.0,60.0,92.1,92.1,66.5
90.7,114.7,62.1,59.0,59.0,92.5,92.5,68.6
87.3,121.1,62.4,63.1,63.1,89.3,89.3,68.5
88.1,123.3,58.4,62.3,62.3,93.5,93.5,67.9
90.9,117.9,55.9,63.2,63.2,67.1,67.1,95.3
91.5,111.8,55.8,64.7,64.7,66.6,66.6,95.0
92.9,110.2,56.1,64.3,64.3,68.1,68.1,95.4
93.0,104.3,55.9,63.5,63.5,73.6,73.6,89.7
92.9,102.7,54.1,62.6,62.6,65.4,65.4,96.5
91.3,101.1,56.7,57.2,57.2,80.0,80.0,77.7
88.1,103.2,53.2,54.5,54.5,82.5,82.5,76.9
89.2,97.4,59.9,50.6,50.6,80.7,80.7,70.1
89.4,90.6,51.3,52.2,52.2,81.2,81.2,68.2
90.8,87.8,51.5,53.1,53.1,80.4,80.4,65.8
93.0,83.5,51.7,51.0,51.0,77.3,77.3,65.3
95.5,80.9,52.6,53.4,53.4,75.5,75.5,62.7
96.3,80.7,52.5,52.5,52.5,75.9,75.9,61.8
97.0,79.6,53.1,53.1,53.1,74.9,74.9,61.4
97.6,83.2,60.3,51.2,51.2,75.7,75.7,61.2
98.5,86.7,54.8,51.8,51.8,76.5,76.5,60.2
97.4,91.5,57.0,53.5,53.5,75.5,75.5,61.1
92.6,102.4,56.7,58.0,58.0,78.1,78.1,59.1
94.5,108.9,54.8,58.9,58.9,78.6,78.6,60.1
96.2,98.4,54.2,57.3,57.3,80.1,80.1,62.9
88.8,86.3,54.9,60.5,60.5,80.1,80.1,66.1
87.4,83.5,55.1,56.8,56.8,82.3,82.3,68.4
84.9,118.3,56.1,56.0,56.0,92.5,92.5,62.9
81.3,104.9,55.4,54.2,54.2,93.2,93.2,68.0
84.9,116.7,56.6,57.4,57.4,93.2,93.2,66.5
88.4,109.9,56.7,58.4,58.4,94.2,94.2,65.7
90.3,115.7,56.1,67.7,67.7,89.5,89.5,67.6
93.3,114.1,58.3,66.6,66.6,89.5,89.5,67.9
95.4,104.4,54.5,74.5,74.5,87.3,87.3,68.6
95.7,99.7,54.6,63.9,63.9,101.2,101.2,68.4
94.0,100.9,53.7,60.7,60.7,98.7,98.7,71.9
94.8,99.0,53.3,57.4,57.4,96.4,96.4,70.3
94.8,94.4,51.1,60.2,60.2,88.3,88.3,75.3
92.7,98.0,51.9,57.0,57.0,86.9,86.9,71.8
90.3,94.9,52.2,52.9,52.9,87.2,87.2,69.1
89.7,91.0,52.2,51.6,51.6,86.6,86.6,67.6
89.6,86.3,51.8,51.9,51.9,84.3,84.3,66.6
93.4,84.9,51.2,53.3,53.3,83.4,83.4,65.7
96.8,82.3,52.4,54.8,54.8,80.1,80.1,67.3
93.1,85.7,52.0,55.5,55.5,78.9,78.9,63.6
92.7,84.6,51.6,56.5,56.5,78.0,78.0,65.3
92.5,86.0,51.6,57.4,57.4,75.6,75.6,66.6
90.9,86.5,50.1,60.3,60.3,76.2,76.2,67.9
90.5,90.7,50.5,61.7,61.7,74.3,74.3,70.3
84.0,98.6,53.4,63.8,63.8,75.5,75.5,71.2
75.7,93.5,51.6,54.6,54.6,84.0,84.0,73.4
76.7,114.7,54.8,54.3,54.3,83.8,83.8,85.1
83.7,110.6,53.3,74.4,74.4,70.8,70.8,86.9
92.2,119.6,53.7,74.4,74.4,69.4,69.4,88.9
98.4,119.1,55.4,67.5,67.5,95.2,95.2,76.6
95.3,118.5,54.9,71.1,71.1,97.4,97.4,76.0
95.3,108.7,54.3,71.5,71.5,98.5,98.5,76.1
