elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
110.2,90.5,65.1,73.1,73.1,107.6,107.6,67.1
116.8,92.8,63.6,65.3,65.3,110.1,110.1,65.0
115.7,81.7,61.9,67.0,67.0,107.5,107.5,62.3
113.8,89.2,66.1,57.6,57.6,107.5,107.5,58.4
111.2,90.3,55.8,60.7,60.7,104.1,104.1,66.2
107.9,81.2,57.9,59.6,59.6,105.8,105.8,65.4
106.5,79.0,58.0,59.6,59.6,107.6,107.6,62.3
108.5,74.4,59.2,59.6,59.6,107.2,107.2,62.1
113.0,70.2,59.0,60.6,60.6,107.7,107.7,60.2
116.3,63.6,57.6,59.7,59.7,107.4,107.4,62.3
118.8,60.9,58.4,60.8,60.8,105.0,105.0,64.3
121.1,60.6,58.6,61.8,61.8,106.6,106.6,64.7
120.8,62.2,62.5,70.4,70.4,105.9,105.9,65.8
128.8,55.9,62.5,65.6,65.6,110.2,110.2,64.5
100.9,85.5,60.7,64.9,64.9,107.8,107.8,65.1
118.2,67.9,60.6,62.7,62.7,109.1,109.1,66.1
110.7,70.1,59.4,65.8,65.8,108.1,108.1,65.9
105.3,54.9,60.4,69.3,69.3,99.8,99.8,66.6
107.2,78.9,60.5,65.7,65.7,108.0,108.0,66.4
109.1,72.4,55.5,73.7,73.7,103.9,103.9,67.9
107.7,73.2,60.8,74.1,74.1,102.5,102.5,67.1
106.9,75.4,58.9,73.7,73.7,100.9,100.9,67.1
107.3,80.8,58.4,75.4,75.4,98.2,98.2,67.9
117.6,82.2,58.7,73.9,73.9,98.5,98.5,65.1
118.3,109.9,59.4,72.6,72.6,97.3,97.3,64.2
128.0,110.7,59.9,69.5,69.5,100.1,100.1,62.1
119.2,103.6,60.1,60.7,60.7,102.5,102.5,66.3
115.0,104.9,67.3,61.1,61.1,102.8,102.8,64.9
122.0,97.0,60.4,60.7,60.7,102.5,102.5,64.5
120.1,93.6,53.3,61.3,61.3,99.4,99.4,63.3
115.6,93.8,54.2,57.2,57.2,103.1,103.1,62.8
116.0,91.1,56.3,56.3,56.3,109.5,109.5,60.9
116.2,84.1,53.1,61.8,61.8,100.8,100.8,61.2
125.0,74.7,57.0,57.8,57.8,103.3,103.3,59.9
128.1,70.4,57.9,58.1,58.1,105.1,105.1,58.3
125.6,66.4,56.0,56.8,56.8,106.8,106.8,58.3
120.4,69.9,58.1,56.0,56.0,110.7,110.7,60.3
119.4,68.1,58.3,56.6,56.6,111.5,111.5,60.5
108.9,74.6,58.4,56.4,56.4,112.5,112.5,60.3
103.9,81.2,59.2,61.0,61.0,115.6,115.6,61.1
98.2,84.1,59.4,62.9,62.9,110.5,110.5,62.8
104.4,73.8,58.0,59.5,59.5,113.0,113.0,63.8
102.5,72.8,58.3,61.0,61.0,111.2,111.2,64.1
101.8,81.9,58.2,59.6,59.6,110.2,110.2,65.4
105.1,71.3,57.5,56.4,56.4,115.7,115.7,64.6
109.4,69.2,57.1,59.1,59.1,105.7,105.7,64.0
112.3,68.8,55.1,59.0,59.0,114.8,114.8,64.2
118.7,68.4,58.7,59.4,59.4,109.5,109.5,64.0
126.8,116.6,58.8,55.7,55.7,111.9,111.9,64.4
131.4,110.5,58.4,61.4,61.4,106.3,106.3,65.2
119.7,115.4,57.7,60.3,60.3,105.9,105.9,64.8
121.6,103.4,58.1,55.9,55.9,110.5,110.5,64.6
116.8,101.6,58.1,56.2,56.2,110.9,110.9,66.5
115.7,99.0,52.9,56.3,56.3,112.6,112.6,66.8
118.9,90.6,55.0,61.7,61.7,107.0,107.0,66.4
123.8,81.2,56.9,56.8,56.8,111.7,111.7,66.4
126.4,79.0,57.5,59.2,59.2,115.2,115.2,62.5
127.3,73.9,58.2,60.9,60.9,113.7,113.7,62.4
126.0,69.9,58.8,65.2,65.2,108.5,108.5,64.8
122.6,73.3,59.1,61.0,61.0,110.9,110.9,66.7
129.7,66.1,58.4,61.7,61.7,108.2,108.2,68.4
98.6,94.8,58.8,62.0,62.0,109.0,109.0,66.5
107.8,87.5,64.7,62.5,62.5,109.3,109.3,67.4
102.8,92.1,65.3,62.1,62.1,108.0,108.0,68.9
115.9,81.0,65.0,66.8,66.8,103.1,103.1,70.3
98.6,64.3,63.3,75.3,75.3,104.9,104.9,69.9
97.3,63.9,66.7,66.9,66.9,101.3,101.3,73.8
102.3,87.2,62.6,75.6,75.6,105.2,105.2,69.4
103.3,104.7,62.2,72.9,72.9,102.9,102.9,69.0
105.7,109.8,61.8,68.3,68.3,103.4,103.4,70.2
108.8,110.7,61.0,62.9,62.9,109.1,109.1,70.0
121.6,111.9,58.4,62.3,62.3,110.2,110.2,67.5
115.4,100.6,58.1,61.4,61.4,109.1,109.1,66.8
111.2,101.9,58.4,67.8,67.8,101.4,101.4,65.9
110.3,95.8,57.7,67.2,67.2,100.5,100.5,65.0
106.0,95.9,57.1,66.1,66.1,101.0,101.0,65.3
108.2,93.5,57.7,64.0,64.0,101.5,101.5,67.1
107.0,84.4,54.7,61.0,61.0,103.6,103.6,67.0
108.2,79.8,54.3,63.6,63.6,105.9,105.9,65.5
106.4,79.0,55.3,60.9,60.9,106.5,106.5,65.1
118.4,64.0,55.7,64.7,64.7,102.8,102.8,64.0
117.1,63.0,56.7,57.6,57.6,108.6,108.6,62.7
116.9,61.8,56.6,58.1,58.1,107.0,107.0,62.8
112.9,65.3,58.0,58.2,58.2,106.7,106.7,62.5
121.5,59.1,59.2,67.0,67.0,103.9,103.9,63.6
117.4,64.1,58.8,64.5,64.5,109.1,109.1,67.0
99.1,83.8,58.4,66.7,66.7,108.6,108.6,65.6
105.3,78.0,59.3,67.0,67.0,109.2,109.2,66.8
110.5,71.7,63.4,61.4,61.4,106.4,106.4,66.0
109.7,64.4,59.7,69.8,69.8,107.3,107.3,66.7
100.0,60.5,64.3,61.5,61.5,106.5,106.5,67.3
97.6,61.5,60.4,73.7,73.7,99.9,99.9,68.7
100.8,85.0,60.4,73.4,73.4,98.9,98.9,67.6
101.3,97.5,58.8,64.6,64.6,109.8,109.8,66.7
103.1,106.4,58.1,63.5,63.5,107.3,107.3,66.5
105.0,106.8,58.2,62.3,62.3,108.2,108.2,65.5
111.7,109.4,57.4,61.3,61.3,107.3,107.3,66.4
114.6,99.9,55.8,61.5,61.5,107.2,107.2,65.5
109.0,102.2,56.9,58.2,58.2,110.9,110.9,65.2
109.9,94.6,57.3,64.4,64.4,100.8,100.8,65.2
112.8,83.7,57.4,63.9,63.9,101.2,101.2,65.0
107.0,92.6,54.7,59.4,59.4,104.0,104.0,65.3
110.1,78.5,56.0,54.4,54.4,107.5,107.5,63.3
105.5,79.2,56.3,55.0,55.0,108.1,108.1,65.9
106.9,78.3,56.8,54.9,54.9,109.9,109.9,64.0
117.3,64.6,56.6,55.7,55.7,111.4,111.4,63.8
120.3,60.7,56.1,59.2,59.2,107.1,107.1,63.8
120.5,57.5,56.4,56.4,56.4,111.0,111.0,63.8
109.5,71.1,57.2,55.4,55.4,108.7,108.7,65.5
94.6,89.4,61.9,61.2,61.2,102.3,102.3,65.5
96.8,89.5,59.8,67.7,67.7,106.0,106.0,63.7
91.4,90.2,59.3,64.9,64.9,110.0,110.0,65.1
111.0,74.7,59.7,62.1,62.1,113.2,113.2,65.5
108.3,77.7,59.2,66.4,66.4,109.7,109.7,65.6
98.6,58.8,64.8,59.3,59.3,112.3,112.3,66.7
96.8,67.9,60.9,69.0,69.0,106.6,106.6,68.3
97.4,62.7,67.1,63.4,63.4,101.2,101.2,69.1
99.8,59.3,67.2,62.1,62.1,103.6,103.6,66.9
103.7,101.8,60.4,67.1,67.1,105.5,105.5,68.2
104.9,105.5,58.3,66.3,66.3,104.0,104.0,64.6
114.1,107.3,58.2,67.6,67.6,102.9,102.9,66.1
115.5,97.5,57.6,66.8,66.8,101.2,101.2,65.9
113.1,93.3,57.5,72.6,72.6,95.1,95.1,64.7
110.6,91.9,60.2,72.6,72.6,95.9,95.9,63.0
114.7,92.1,57.7,72.6,72.6,97.3,97.3,61.7
115.4,84.6,57.8,65.5,65.5,103.4,103.4,61.7
106.1,87.0,57.9,64.8,64.8,103.0,103.0,62.1
107.1,81.3,54.0,61.9,61.9,105.1,105.1,62.3
105.2,76.0,54.8,60.1,60.1,102.6,102.6,67.1
106.6,72.0,55.0,56.5,56.5,107.8,107.8,66.0
110.5,70.7,55.9,57.4,57.4,108.3,108.3,66.0
112.3,65.4,56.2,60.9,60.9,102.8,102.8,66.6
113.7,64.3,58.4,63.7,63.7,103.6,103.6,64.9
112.4,70.2,57.7,61.0,61.0,105.3,105.3,66.5
98.6,85.3,58.5,62.5,62.5,105.2,105.2,66.6
92.1,87.7,59.6,71.3,71.3,97.6,97.6,67.0
107.2,74.1,58.9,64.5,64.5,108.1,108.1,67.2
107.1,67.7,61.5,64.1,64.1,108.5,108.5,66.8
96.6,68.3,60.4,69.4,69.4,105.1,105.1,68.2
92.4,55.7,60.1,66.7,66.7,105.0,105.0,68.1
93.2,79.9,68.0,62.7,62.7,103.6,103.6,66.3
105.8,117.0,61.0,70.8,70.8,97.4,97.4,65.6
111.6,114.5,59.5,67.6,67.6,98.3,98.3,66.4
111.6,106.3,56.5,69.2,69.2,101.3,101.3,62.0
106.7,106.6,57.9,58.9,58.9,108.0,108.0,65.0
105.0,101.7,56.6,61.1,61.1,109.5,109.5,63.3
98.2,106.9,55.8,61.0,61.0,111.3,111.3,62.3
98.6,99.8,56.1,60.7,60.7,112.0,112.0,61.7
98.3,92.7,56.1,64.6,64.6,105.5,105.5,62.7
103.8,84.2,57.1,65.8,65.8,103.5,103.5,63.2
101.1,84.0,56.4,71.5,71.5,96.3,96.3,63.5
103.0,81.8,56.6,67.4,67.4,98.9,98.9,64.0
102.0,79.2,57.1,42.5,42.5,132.4,132.4,62.8
107.9,79.2,56.5,43.9,43.9,129.1,129.1,58.4
114.7,70.9,55.4,52.3,52.3,117.7,117.7,57.7
107.2,77.5,54.9,52.4,52.4,114.6,114.6,58.4
104.1,80.1,54.5,46.3,46.3,121.4,121.4,59.7
90.8,94.6,53.9,53.1,53.1,111.8,111.8,59.9
83.4,104.5,54.9,52.4,52.4,116.1,116.1,57.8
97.1,94.1,55.2,53.4,53.4,117.0,117.0,57.8
100.7,94.1,56.1,60.6,60.6,104.2,104.2,57.6
102.9,94.0,56.7,60.6,60.6,103.1,103.1,58.6
109.9,89.7,57.2,60.2,60.2,103.1,103.1,61.6
113.9,84.2,57.3,60.5,60.5,104.2,104.2,64.5
105.9,69.9,56.7,59.9,59.9,103.7,103.7,65.7
103.4,65.1,57.1,60.8,60.8,104.5,104.5,65.9
101.2,72.4,56.2,65.6,65.6,104.1,104.1,65.8
