elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
92.6,107.2,37.1,59.3,59.3,72.5,72.5,38.7
93.3,108.1,36.5,55.9,55.9,83.9,83.9,40.3
89.3,108.2,39.0,57.9,57.9,79.6,79.6,40.0
86.7,107.7,39.4,57.9,57.9,79.8,79.8,40.5
91.4,108.6,41.5,56.0,56.0,83.1,83.1,40.6
97.7,107.6,42.8,55.0,55.0,85.2,85.2,40.9
92.2,113.4,44.0,53.9,53.9,85.2,85.2,42.1
96.1,112.2,48.2,52.3,52.3,80.9,80.9,42.2
99.3,104.7,51.9,52.8,52.8,76.7,76.7,40.7
90.7,110.7,53.0,50.6,50.6,75.8,75.8,39.6
96.0,102.1,44.4,58.3,58.3,78.2,78.2,38.6
97.0,98.8,44.7,57.7,57.7,81.5,81.5,37.3
84.6,116.5,43.7,51.2,51.2,82.5,82.5,31.3
91.9,111.0,41.8,49.3,49.3,80.3,80.3,38.3
92.2,111.6,43.2,42.1,42.1,73.6,73.6,67.4
82.5,119.0,38.0,36.8,36.8,122.8,122.8,28.4
82.3,118.0,37.2,33.2,33.2,130.4,130.4,35.7
82.0,118.8,30.3,39.0,39.0,136.8,136.8,35.6
83.6,123.5,36.7,37.8,37.8,76.4,76.4,116.3
77.8,121.4,41.0,39.6,39.6,76.8,76.8,23.8
82.4,112.7,44.7,38.6,38.6,80.6,80.6,108.9
85.0,103.4,46.5,37.9,37.9,78.9,78.9,30.3
89.9,94.1,44.6,39.4,39.4,77.9,77.9,30.9
99.9,83.8,46.5,42.2,42.2,75.6,75.6,33.3
101.0,83.8,47.5,44.9,44.9,73.0,73.0,32.5
79.8,115.1,48.7,43.9,43.9,71.1,71.1,36.8
90.2,112.3,51.3,42.4,42.4,71.5,71.5,31.6
95.7,103.5,46.6,54.4,54.4,66.9,66.9,31.8
94.0,103.4,50.7,47.1,47.1,67.3,67.3,33.1
95.8,98.9,50.3,44.1,44.1,69.2,69.2,33.1
98.3,96.1,48.9,52.5,52.5,66.6,66.6,33.8
98.7,93.4,48.7,52.8,52.8,69.9,69.9,32.2
102.3,87.8,48.6,51.7,51.7,69.0,69.0,32.6
102.7,89.2,48.8,52.2,52.2,66.9,66.9,29.4
97.5,97.4,45.7,55.2,55.2,68.4,68.4,29.1
93.5,99.6,47.7,52.4,52.4,66.8,66.8,31.0
93.8,101.9,45.4,58.4,58.4,66.3,66.3,30.5
93.8,101.2,48.9,52.9,52.9,66.0,66.0,31.3
92.6,103.8,44.1,55.3,55.3,67.7,67.7,26.3
92.9,99.2,46.2,53.7,53.7,67.9,67.9,24.9
91.0,99.0,49.3,47.9,47.9,65.6,65.6,25.1
91.2,98.3,48.4,49.9,49.9,63.9,63.9,26.2
89.3,101.7,49.2,47.5,47.5,67.0,67.0,27.8
90.1,106.0,49.4,48.1,48.1,66.4,66.4,32.4
91.7,103.9,49.3,51.0,51.0,68.4,68.4,31.8
92.7,103.2,46.2,50.1,50.1,74.6,74.6,33.1
92.1,108.2,41.0,43.0,43.0,108.5,108.5,28.5
90.8,109.7,37.3,35.0,35.0,119.1,119.1,34.5
91.9,111.5,33.4,36.6,36.6,130.3,130.3,28.3
94.2,108.8,34.2,36.4,36.4,135.3,135.3,24.6
93.2,107.1,39.0,35.4,35.4,78.4,78.4,80.1
90.8,107.0,43.1,38.1,38.1,77.5,77.5,70.9
91.2,107.3,49.7,35.0,35.0,79.2,79.2,28.8
89.8,109.7,49.6,36.7,36.7,76.0,76.0,27.4
92.3,106.7,45.8,40.0,40.0,69.7,69.7,30.2
91.9,109.5,46.6,36.6,36.6,71.4,71.4,32.4
94.8,110.9,46.2,35.5,35.5,69.7,69.7,35.4
92.6,118.8,47.3,39.7,39.7,67.3,67.3,28.0
