elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
130.3,107.5,66.1,66.6,66.6,111.4,111.4,123.6
128.9,116.2,62.7,66.0,66.0,100.7,100.7,111.7
123.3,141.3,62.5,75.1,75.1,94.4,94.4,111.7
134.0,146.7,66.0,76.2,76.2,82.3,82.3,96.0
147.0,146.1,60.7,75.0,75.0,72.0,72.0,70.4
149.4,145.0,113.7,71.0,71.0,70.3,70.3,61.6
146.8,137.5,104.2,71.1,71.1,67.8,67.8,52.8
140.8,134.7,110.1,74.1,74.1,66.5,66.5,53.3
139.6,135.3,123.1,69.0,69.0,63.0,63.0,35.5
141.7,135.8,75.0,93.0,93.0,51.5,51.5,42.1
146.2,137.3,77.0,89.0,89.0,57.4,57.4,55.4
147.5,132.4,78.4,89.7,89.7,59.7,59.7,42.8
150.6,125.8,66.1,92.8,92.8,68.7,68.7,44.0
148.7,115.4,91.1,100.9,100.9,64.9,64.9,35.9
149.7,117.4,108.2,99.3,99.3,62.1,62.1,29.3
140.6,123.3,75.7,101.8,101.8,63.0,63.0,30.7
146.4,127.5,73.4,103.9,103.9,66.3,66.3,508.9
141.2,125.2,107.6,54.7,54.7,69.8,69.8,497.6
143.5,128.3,78.4,101.7,101.7,73.3,73.3,161.0
142.4,110.5,65.2,93.6,93.6,87.2,87.2,477.7
140.8,124.2,120.2,85.4,85.4,80.0,80.0,460.0
120.4,116.5,86.7,86.7,86.7,68.1,68.1,443.3
123.2,122.6,149.7,104.7,104.7,67.5,67.5,425.9
130.0,117.2,159.1,243.9,243.9,404.1,404.1,429.9
127.7,121.9,96.6,70.3,70.3,79.2,79.2,37.8
126.2,120.6,114.9,76.7,76.7,94.8,94.8,402.2
124.1,122.1,59.1,74.3,74.3,101.1,101.1,75.4
127.8,125.7,74.1,52.4,52.4,77.8,77.8,58.9
130.1,129.4,85.2,53.6,53.6,85.2,85.2,57.2
130.2,133.3,72.7,73.5,73.5,79.2,79.2,56.1
123.5,235.3,76.1,82.9,82.9,87.3,87.3,51.7
120.2,205.6,71.0,78.2,78.2,92.9,92.9,48.4
128.1,90.8,58.4,90.4,90.4,96.2,96.2,51.9
120.3,92.0,56.5,94.6,94.6,91.5,91.5,52.5
121.4,112.4,57.5,87.7,87.7,91.0,91.0,50.9
131.3,107.1,59.0,83.8,83.8,88.9,88.9,52.3
130.4,133.9,82.7,65.0,65.0,93.5,93.5,51.9
143.4,137.1,80.7,69.2,69.2,96.6,96.6,53.6
145.9,151.8,83.0,74.1,74.1,93.1,93.1,51.2
138.2,167.1,77.1,77.5,77.5,89.8,89.8,46.9
137.4,167.4,78.6,75.7,75.7,89.8,89.8,49.0
146.2,139.7,70.6,86.0,86.0,83.3,83.3,48.1
134.5,147.4,72.8,89.7,89.7,84.9,84.9,57.1
126.6,144.6,106.8,64.6,64.6,84.9,84.9,61.0
128.4,130.7,103.0,68.5,68.5,85.0,85.0,57.7
128.0,119.8,101.7,146.3,146.3,272.7,272.7,55.7
125.3,118.6,122.6,65.9,65.9,90.9,90.9,55.8
133.9,120.2,109.4,64.2,64.2,101.3,101.3,59.2
132.1,112.0,113.4,120.4,120.4,259.1,259.1,69.0
129.1,120.2,111.1,363.3,363.3,512.4,512.4,533.0
127.7,120.2,82.2,60.6,60.6,98.3,98.3,498.8
126.2,119.2,76.6,66.9,66.9,105.8,105.8,471.4
124.7,118.8,87.2,65.5,65.5,111.3,111.3,58.0
127.0,115.8,83.1,72.9,72.9,95.0,95.0,50.5
124.6,111.8,86.8,72.3,72.3,83.8,83.8,57.7
119.1,107.4,83.0,69.7,69.7,63.9,63.9,47.4
154.1,102.2,74.5,64.0,64.0,84.6,84.6,51.8
154.8,105.4,82.5,65.6,65.6,81.9,81.9,53.5
125.9,100.2,82.1,73.8,73.8,83.7,83.7,53.1
69.4,153.8,69.8,82.9,82.9,84.1,84.1,48.5
126.7,103.6,78.4,84.6,84.6,84.8,84.8,47.8
135.4,103.7,66.1,93.4,93.4,86.9,86.9,48.1
