elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
89.4,114.9,59.9,67.9,67.9,120.2,120.2,65.7
92.8,114.3,59.8,68.2,68.2,122.3,122.3,64.0
94.2,115.9,59.4,68.0,68.0,122.1,122.1,64.1
99.2,112.4,59.2,67.2,67.2,121.6,121.6,63.6
98.9,111.2,59.7,67.3,67.3,122.3,122.3,63.9
99.1,117.2,60.8,66.6,66.6,121.0,121.0,63.8
100.6,119.1,60.9,66.9,66.9,121.2,121.2,63.6
102.8,113.4,61.6,65.9,65.9,121.0,121.0,64.3
100.4,117.5,60.9,66.0,66.0,120.7,120.7,63.7
101.3,115.5,60.5,66.2,66.2,121.4,121.4,63.9
102.3,109.8,60.5,67.3,67.3,121.8,121.8,64.6
110.4,104.4,60.0,67.3,67.3,121.3,121.3,64.8
101.3,100.2,56.3,69.9,69.9,121.1,121.1,65.0
98.3,100.6,56.2,69.7,69.7,122.1,122.1,63.3
101.4,100.9,60.6,67.0,67.0,121.8,121.8,63.9
97.8,113.5,60.7,67.0,67.0,121.0,121.0,64.2
96.7,112.8,60.8,67.0,67.0,122.2,122.2,64.0
96.8,106.6,60.7,66.7,66.7,121.3,121.3,64.0
99.9,109.8,60.1,66.8,66.8,121.1,121.1,63.9
103.7,111.2,60.1,67.0,67.0,117.5,117.5,68.0
102.7,106.2,60.4,67.4,67.4,119.6,119.6,64.7
101.0,108.7,60.6,67.7,67.7,118.0,118.0,67.7
101.3,108.0,61.0,67.7,67.7,121.0,121.0,64.5
100.7,110.0,61.1,67.0,67.0,118.7,118.7,68.2
98.6,106.7,61.1,67.8,67.8,121.7,121.7,64.2
98.6,112.7,60.6,67.2,67.2,121.8,121.8,64.3
97.1,108.0,60.5,68.0,68.0,121.1,121.1,64.0
97.6,107.2,60.4,67.8,67.8,121.0,121.0,64.5
98.0,110.6,60.7,67.9,67.9,119.3,119.3,67.4
99.1,113.9,60.6,67.8,67.8,121.5,121.5,64.0
100.7,115.2,61.1,66.3,66.3,119.0,119.0,67.2
99.1,112.9,61.6,66.4,66.4,118.3,118.3,67.2
99.4,112.1,62.2,65.8,65.8,118.0,118.0,67.1
104.0,106.7,62.5,65.7,65.7,117.9,117.9,67.3
100.9,113.6,61.6,66.5,66.5,117.6,117.6,67.2
103.9,111.8,61.6,66.2,66.2,120.2,120.2,63.9
102.7,109.0,61.5,66.6,66.6,120.0,120.0,63.4
100.8,107.6,62.2,66.1,66.1,116.2,116.2,66.5
103.6,112.3,63.4,65.7,65.7,119.1,119.1,63.4
101.8,118.3,63.2,66.0,66.0,118.9,118.9,63.4
103.3,113.4,64.1,65.6,65.6,116.4,116.4,67.3
104.6,110.3,60.9,67.7,67.7,116.1,116.1,67.1
106.0,106.4,60.7,67.1,67.1,119.3,119.3,64.1
112.4,99.8,58.3,69.6,69.6,119.9,119.9,64.4
112.3,99.6,57.2,69.5,69.5,120.5,120.5,64.4
